ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
15368,0.6233802041295973,2,1,1,38,1,-1,3,2,-1,-1,0.0,780.0,780.0,390.0,390.0,390.0,780.0,0.0,0.0,390.0,390.0,87.0,0
2234,-0.2495859679616684,2,3,1,50,0,0,0,0,0,2,111564.0,112482.0,115046.0,80987.0,85921.0,84384.0,4200.0,4552.0,3100.0,6416.0,0.0,3228.0,0
2880,0.2053803903861557,2,1,2,23,-1,-1,-1,-1,-1,-2,292.0,780.0,0.0,593.0,0.0,0.0,780.0,0.0,593.0,0.0,0.0,0.0,0
26775,-0.22569663832775902,1,2,2,32,2,3,2,2,2,0,32704.0,31895.0,31091.0,31002.0,29879.0,29382.0,0.0,0.0,2300.0,0.0,996.0,1000.0,0
13044,-0.17650430379756518,2,1,1,47,0,-1,-1,0,0,2,12943.0,4814.0,18365.0,8728.0,28521.0,27920.0,5025.0,18571.0,5000.0,20000.0,0.0,5000.0,0
28317,0.4797206663999965,2,2,2,27,0,-1,-1,0,0,0,7301.0,11482.0,39511.0,39654.0,38168.0,36526.0,11512.0,39511.0,1866.0,1400.0,2000.0,1300.0,0
13323,0.0748036941923767,2,2,1,59,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19206,-0.004349294220362589,2,1,2,24,0,0,0,0,0,0,110176.0,56378.0,57572.0,58130.0,59289.0,61331.0,2700.0,2700.0,2110.0,2125.0,3000.0,2300.0,0
9824,0.42161249734858053,2,3,1,48,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0.0,1
11788,0.9684990377513478,1,1,1,51,-1,-1,-1,-1,0,0,18961.0,4371.0,3391.0,34282.0,12983.0,0.0,4387.0,3472.0,47371.0,64.0,0.0,33588.0,1
8389,1.164782054330015,1,2,1,30,-1,-1,-1,-1,0,-1,375.0,375.0,375.0,750.0,375.0,399.0,375.0,375.0,750.0,0.0,399.0,399.0,1
2389,-0.11049252969156277,1,1,1,47,-1,-1,-1,0,0,-1,9361.0,-25.0,18401.0,13200.0,6385.0,7088.0,0.0,18426.0,34.0,31.0,7088.0,0.0,0
13969,1.1394243173703227,1,2,2,25,2,0,0,0,0,0,178878.0,181717.0,165662.0,144277.0,112210.0,116047.0,6095.0,4729.0,5682.0,5500.0,5000.0,16290.0,1
4861,0.3565089604416106,1,2,1,41,2,2,2,2,2,2,87705.0,90376.0,90687.0,91888.0,93852.0,95734.0,4800.0,2500.0,3900.0,3400.0,3400.0,3400.0,1
4615,2.3534671665924103,1,3,1,27,0,0,0,0,0,0,12303.0,11757.0,11695.0,5891.0,753.0,21753.0,2000.0,1700.0,300.0,0.0,21000.0,1000.0,1
703,0.44893152377106693,2,3,2,22,0,0,0,0,-2,-2,8109.0,9778.0,8259.0,0.0,0.0,0.0,2000.0,1036.0,0.0,0.0,0.0,0.0,1
17318,0.052158172255765384,2,2,1,39,-1,-1,-1,0,0,0,500.0,0.0,18583.0,19353.0,19440.0,20279.0,0.0,18583.0,1460.0,547.0,1000.0,500.0,0
15815,0.2110406009814231,2,2,1,27,-1,-1,2,-1,0,-1,390.0,780.0,390.0,780.0,390.0,390.0,780.0,0.0,780.0,0.0,390.0,150.0,0
28754,-0.30991567019625754,2,2,1,42,-1,-1,-1,-1,-1,-1,2201.0,3571.0,987.0,2467.0,3319.0,5387.0,3571.0,987.0,2469.0,3319.0,5387.0,1607.0,0
25878,-0.5627925480751577,2,1,2,47,-1,-1,-1,-1,-1,-1,30177.0,2039.0,174406.0,133073.0,45373.0,973.0,2061.0,175000.0,133100.0,46000.0,1000.0,0.0,0
20488,0.04241520237366894,1,1,2,26,0,0,0,0,0,0,101860.0,99782.0,98236.0,92879.0,75216.0,76778.0,3577.0,4416.0,2972.0,2756.0,2839.0,2472.0,0
1137,0.12550752373285906,1,2,2,31,-1,-1,-1,0,0,-1,2522.0,0.0,18171.0,17051.0,390.0,16526.0,0.0,18171.0,341.0,0.0,16526.0,324.0,0
20125,-1.4676403446909598,2,2,1,36,0,0,0,0,0,0,22657.0,19940.0,19870.0,18155.0,11119.0,5203.0,1320.0,1540.0,1005.0,222.0,1000.0,2000.0,0
11808,-0.20242734646021626,2,1,2,32,-1,-1,-1,-1,-1,-1,326.0,6914.0,2343.0,23834.0,11000.0,1315.0,6914.0,2343.0,23834.0,11000.0,1315.0,1934.0,1
3644,-0.3782203867254088,2,2,1,34,-1,-1,-1,-1,-1,-1,51565.0,15683.0,1381.0,3300.0,2452.0,2728.0,15683.0,1381.0,3300.0,2452.0,2728.0,0.0,1
16325,0.5388817827769735,2,2,1,44,0,0,-2,-2,-2,-2,110575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
664,-1.3197769918741262,1,1,2,22,0,0,0,0,0,-1,5137.0,5960.0,6270.0,6000.0,5810.0,390.0,1300.0,1000.0,120.0,200.0,390.0,1170.0,0
16139,-0.22908763988372333,2,3,2,33,0,0,2,0,0,2,22463.0,25362.0,24672.0,25317.0,26516.0,26133.0,3278.0,0.0,1233.0,1432.0,0.0,566.0,1
25682,-0.7305857376825489,2,2,2,32,0,0,0,2,0,0,11389.0,12389.0,15175.0,14634.0,30772.0,17135.0,1500.0,3000.0,0.0,1000.0,2000.0,1000.0,0
5655,0.5625700275260025,2,1,1,43,-2,-2,-2,-2,-2,-2,7677.0,21748.0,4032.0,23724.0,12972.0,11111.0,21958.0,4052.0,23862.0,13036.0,11167.0,45034.0,0
29094,0.1149179924272256,2,2,2,59,0,0,0,0,0,0,130797.0,112383.0,79505.0,80589.0,76180.0,61693.0,20000.0,3500.0,19000.0,15000.0,3000.0,2139.0,0
24414,-0.7556915532499198,1,3,1,38,-1,-1,-1,-1,0,-1,6763.0,1651.0,3107.0,4187.0,2474.0,192.0,1651.0,3107.0,4187.0,0.0,192.0,5510.0,0
2030,0.6803596439989097,2,2,1,24,2,2,0,0,0,0,31214.0,28983.0,28301.0,31072.0,24147.0,4007.0,0.0,1400.0,3561.0,483.0,80.0,0.0,1
3787,-0.038741128254570205,2,1,2,39,0,0,0,0,0,0,404924.0,359634.0,360270.0,325340.0,328627.0,329948.0,13521.0,12374.0,11643.0,11868.0,18000.0,15000.0,0
10436,-1.148422659989619,2,2,1,33,0,0,0,0,0,2,70096.0,71667.0,73043.0,73928.0,80682.0,77485.0,3300.0,3200.0,2650.0,9000.0,0.0,3100.0,0
4607,-0.28692411244854815,2,2,1,31,0,0,0,0,0,-1,50628.0,48748.0,46368.0,2443.0,6251.0,357.0,2350.0,3000.0,1000.0,6000.0,400.0,9844.0,1
15841,-0.6368313427157771,2,2,1,27,-2,-2,-2,-2,-2,-2,5146.0,15381.0,0.0,0.0,0.0,0.0,15381.0,0.0,0.0,0.0,0.0,0.0,0
21143,0.07959213541429577,1,1,2,36,0,0,0,0,0,0,45010.0,45785.0,36131.0,29374.0,27059.0,27627.0,1919.0,1789.0,1442.0,967.0,1003.0,1030.0,0
26261,-0.2778132565907325,2,1,1,34,-1,-1,-1,-1,-2,-2,2501.0,639.0,699.0,0.0,0.0,0.0,639.0,699.0,0.0,0.0,0.0,0.0,1
24496,0.3655285083251589,1,2,1,48,0,0,0,0,0,0,127636.0,128334.0,116879.0,117912.0,118998.0,116067.0,4300.0,5000.0,4300.0,3729.0,3800.0,4500.0,0
27638,-0.17469416830175663,2,2,2,23,0,0,2,0,0,0,39517.0,42543.0,41583.0,42736.0,43806.0,44623.0,4000.0,0.0,2000.0,1600.0,1500.0,1557.0,0
27245,-0.0721320682992522,1,2,1,32,0,0,0,0,0,2,11416.0,15864.0,18599.0,21277.0,25896.0,25354.0,5000.0,3000.0,3000.0,5000.0,0.0,1000.0,0
3078,1.3461672000700085,1,2,1,48,0,-1,-1,-2,-1,-1,3972.0,783.0,0.0,0.0,3853.0,29252.0,783.0,0.0,0.0,3853.0,29252.0,16747.0,1
5177,-0.2508423531424573,2,1,2,30,-1,-1,-1,0,-1,-1,6544.0,18191.0,18205.0,14442.0,31465.0,2589.0,19699.0,18295.0,9900.0,31465.0,2589.0,22041.0,0
27898,0.6490681392571626,2,3,2,27,0,0,0,0,0,0,17376.0,17538.0,16425.0,11976.0,3012.0,0.0,1294.0,11236.0,1032.0,9.0,0.0,0.0,0
29822,0.26329769705072076,1,1,1,44,-1,-1,-1,-1,0,-1,100862.0,367.0,15272.0,12925.0,75667.0,67609.0,367.0,16652.0,76146.0,67697.0,67609.0,71946.0,0
14236,0.17105834399992667,2,2,2,35,0,0,0,-2,-2,-2,1923.0,1995.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
10069,0.02924200508165925,2,2,2,31,0,0,0,0,0,0,50771.0,48196.0,46932.0,45546.0,46369.0,42651.0,1862.0,2010.0,1700.0,1622.0,1520.0,1316.0,0
396,-0.11839611307120429,2,1,2,27,0,0,0,0,0,0,142428.0,144105.0,143952.0,142590.0,142650.0,142620.0,10000.0,10000.0,6000.0,6000.0,6000.0,5600.0,0
8790,-0.4137049169079014,1,1,1,51,0,0,0,0,0,0,225233.0,235045.0,244517.0,243132.0,243869.0,251540.0,15000.0,15006.0,10000.0,10000.0,12000.0,15000.0,0
16598,0.28994959853235536,1,2,1,29,0,0,0,0,0,0,179547.0,157945.0,118192.0,82644.0,17720.0,7068.0,8101.0,12029.0,35524.0,38.0,2015.0,7522.0,0
2503,-0.13978174569495014,2,2,2,30,0,0,0,0,-2,-2,23939.0,23572.0,24148.0,0.0,0.0,0.0,1500.0,1011.0,0.0,0.0,0.0,0.0,0
8512,-0.7734592237976493,2,2,2,29,-1,-1,-1,0,0,0,1303.0,801.0,11512.0,11512.0,8490.0,0.0,801.0,11512.0,0.0,0.0,0.0,950.0,0
13512,-0.35539593953756815,1,1,1,42,-1,-1,-1,-1,-1,0,3664.0,718.0,2946.0,390.0,390.0,390.0,718.0,2946.0,390.0,390.0,0.0,1313.0,0
22298,-0.5766675440799729,2,1,1,29,-1,0,0,-2,-2,-2,2799.0,7932.0,0.0,0.0,0.0,0.0,7329.0,0.0,0.0,0.0,0.0,0.0,0
18891,0.16513556946098307,2,1,2,28,1,2,0,0,0,0,205683.0,196807.0,191752.0,178560.0,170092.0,161850.0,0.0,9025.0,8030.0,5639.0,6054.0,5100.0,1
4267,-0.27325495285802076,1,3,2,27,0,-1,-1,-2,-2,-2,13165.0,2100.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0
19393,-0.03617549547744308,2,1,2,31,0,0,0,0,0,0,400967.0,365398.0,367247.0,304903.0,310333.0,317330.0,14158.0,13000.0,13000.0,12000.0,12000.0,15000.0,0
11475,0.20945777904490032,2,2,1,30,0,0,0,0,0,0,43334.0,41935.0,14854.0,14125.0,12176.0,13827.0,1986.0,1040.0,1000.0,1000.0,3000.0,1000.0,0
2128,0.6182930628585849,2,2,1,31,2,2,0,0,0,2,17606.0,17040.0,19139.0,19325.0,20855.0,20372.0,0.0,2700.0,800.0,2000.0,0.0,1000.0,0
1578,-0.37797971697487853,1,3,2,36,0,0,0,0,0,0,52855.0,49123.0,49522.0,19843.0,18440.0,18272.0,2206.0,1605.0,397.0,369.0,365.0,1088.0,0
2641,-0.46988047853501314,2,3,1,35,2,2,2,2,2,0,70002.0,71389.0,73788.0,74463.0,72834.0,74190.0,3100.0,4204.0,2790.0,0.0,3043.0,2625.0,1
11195,-0.291840813742249,1,1,2,38,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4874,0.2549952044633913,2,2,2,30,0,0,0,0,2,0,77637.0,80205.0,82549.0,89170.0,56683.0,10496.0,4400.0,4600.0,9086.0,0.0,1000.0,99100.0,0
22691,-0.7163721245199243,2,3,1,38,2,2,2,0,0,2,119715.0,122283.0,118913.0,120435.0,139795.0,142950.0,6000.0,0.0,5000.0,21500.0,5500.0,0.0,0
22020,0.6352174226553641,2,2,2,27,0,0,0,-1,-1,-1,16037.0,17066.0,21199.0,390.0,0.0,390.0,2000.0,5000.0,390.0,0.0,390.0,780.0,0
896,-0.0629713026997649,1,1,2,31,-2,-2,-2,-2,-2,-2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0
29117,0.9119162280491797,2,3,2,54,0,0,0,0,0,0,13543.0,14308.0,16856.0,18073.0,18773.0,19166.0,1300.0,2800.0,1500.0,1000.0,695.0,1000.0,0
25584,0.06348429264347055,2,3,1,34,0,0,0,0,0,0,104114.0,233130.0,222640.0,184330.0,169078.0,167940.0,210000.0,9413.0,7900.0,6000.0,6000.0,7000.0,0
17173,-0.6631865402905864,2,1,2,27,0,0,0,0,0,0,85822.0,83206.0,74030.0,70198.0,71330.0,65479.0,3327.0,3471.0,3199.0,2964.0,2718.0,2087.0,0
18610,-0.1192956122335018,2,1,2,25,3,2,2,2,2,2,45031.0,47087.0,48833.0,47750.0,50950.0,51984.0,3100.0,2800.0,0.0,4000.0,2000.0,2000.0,1
26004,-0.9340486916952104,2,1,2,32,-1,-1,-1,-1,-1,-1,9441.0,5714.0,5030.0,3181.0,4998.0,1250.0,5726.0,5037.0,3182.0,5000.0,1252.0,749.0,0
24706,-0.5819967471426815,1,1,1,46,-2,-2,-2,-2,-2,-1,18664.0,67646.0,-214.0,-214.0,42772.0,45282.0,68013.0,0.0,0.0,42986.0,45508.0,9055.0,0
26879,-0.11891750723906136,1,4,1,49,0,0,0,0,0,0,49221.0,49599.0,50942.0,50146.0,50235.0,48984.0,1689.0,2164.0,2500.0,3480.0,2500.0,3000.0,0
15732,-0.711827349521413,1,1,1,42,-1,-1,-1,-1,0,-1,2358.0,156.0,0.0,50510.0,2202.0,4533.0,156.0,0.0,50510.0,0.0,5131.0,0.0,0
17832,0.4564879723315044,1,1,2,24,2,0,0,2,0,0,5524.0,6474.0,8896.0,7088.0,7109.0,6898.0,1500.0,2700.0,0.0,500.0,500.0,500.0,1
9878,-1.0127965845340205,1,1,2,35,0,0,0,0,0,0,164511.0,177809.0,155421.0,166507.0,170930.0,171359.0,15000.0,34000.0,12000.0,5000.0,81000.0,4100.0,0
17113,0.48630731035815683,2,2,1,26,0,0,0,0,-2,-2,2783.0,131860.0,130000.0,0.0,0.0,0.0,130000.0,3000.0,0.0,0.0,0.0,0.0,0
8640,-0.48476089047039955,1,2,1,51,0,0,0,0,0,0,46926.0,49161.0,49366.0,29441.0,30061.0,28728.0,3000.0,1500.0,1024.0,1064.0,1029.0,1023.0,0
16703,0.013647394874269778,1,3,1,47,0,0,0,-1,0,0,118587.0,89271.0,91157.0,30420.0,30384.0,29774.0,6624.0,3000.0,31959.0,1052.0,1062.0,1114.0,0
4914,0.08078764960671816,1,1,1,33,1,2,-1,0,0,0,9020.0,326.0,7788.0,104556.0,141077.0,138790.0,0.0,7788.0,100000.0,41077.0,5200.0,5600.0,0
24158,-0.34679257642058653,1,1,2,28,0,0,0,2,2,2,30567.0,31274.0,34455.0,35094.0,34233.0,36521.0,1519.0,3700.0,1500.0,0.0,3000.0,0.0,0
20979,0.167878262065097,1,2,1,41,0,0,0,0,0,0,43607.0,45375.0,46836.0,48635.0,19373.0,20129.0,2500.0,2500.0,3000.0,1500.0,2000.0,3000.0,0
14051,0.18239157965830946,2,1,2,34,-1,-1,-1,-2,-1,-1,300878.0,2250.0,0.0,0.0,692.0,1560.0,2250.0,0.0,0.0,692.0,1560.0,1838.0,0
11249,0.6929435696239988,2,2,1,48,0,0,0,0,0,0,46578.0,39085.0,18628.0,19002.0,19715.0,18900.0,1308.0,1290.0,664.0,1003.0,693.0,759.0,1
18317,-0.8469699201416886,2,2,1,29,0,0,0,0,0,0,5586.0,6599.0,7615.0,8472.0,8640.0,8971.0,1268.0,1284.0,1141.0,309.0,470.0,321.0,1
10818,-0.35040619108108867,2,2,2,32,2,2,2,2,-1,0,400.0,400.0,400.0,0.0,20818.0,20818.0,0.0,0.0,0.0,20818.0,0.0,0.0,0
